ID,Condition,Joke,Critical,Meaning1,Meaning2,key_resp_sentence.rt,slider_relatedness_responseValue,slider_relatedness_responseTime,key_resp_IsItJoke.rt,slider_IsItFunny_responseValue,slider_IsItFunny_responseTime,DistanceFromCenter,Correct,key_resp_sentence.rt_winsor,slider_relatedness_responseTime_winsor,key_resp_IsItJoke.rt_winsor,slider_IsItFunny_responseTime_winsor,N_correct
2.0,Joke,The key to excel in sports is to stay positive,POSITIVE,STEROIDS,ATTITUDE,17.37496,6.8,9.22222,3.09707,1.1,4.69161,2.8,0.0,5.385731,4.070777,2.3092354999999998,3.1702909999999993,0
1.0,Joke,"- Is this safe to eat?
- No, it's for storing valuable objects",SAFE,BANK,HARMLESS,7.716399999999999,4.111111111111111,6.816211111111111,3.7113111111111112,4.777777777777778,3.741777777777778,1.2222222222222223,1.0,6.884745555555555,5.675523333333332,2.497650555555555,2.983490555555554,9
15.0,Sense1,"I asked the chief about the spies. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,7.084157142857143,4.857142857142857,6.173171428571428,3.490971428571428,1.7142857142857142,2.3491571428571425,1.1428571428571428,1.0,7.084157142857143,5.9303671428571425,3.212452142857142,2.3491571428571425,7
10.0,Joke,"-Order in the court!
-Ham and cheese on rye, your Honour.",ORDER,ASK,JUDGE,6.127750000000001,3.4,7.29256,1.7917999999999998,4.7,2.71352,1.4,1.0,5.965851,5.7959439999999995,1.7917999999999998,2.653990999999999,10
22.0,Sense2,Jellyfish can't digest food internally. They don't have guts,GUTS,COURAGE,ORGANS,6.720955555555556,4.555555555555555,10.816666666666668,2.2713888888888887,1.1111111111111112,2.9149222222222217,1.0,1.0,6.653867777777778,5.505023333333331,2.199628333333333,2.635045,9
20.0,Sense1,Prisoners don't get enough light because they don't have windows,WINDOWS,COMPUTER,GLASS,8.215011111111112,5.222222222222222,5.8690999999999995,2.6812666666666667,1.2222222222222223,2.679222222222222,1.6666666666666667,1.0,5.996990555555555,5.115926666666665,2.5749677777777773,2.411000555555555,9
24.0,Sense2,The square is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,14.0671,6.444444444444445,4.408822222222223,2.5389999999999997,1.2222222222222223,1.9788222222222223,2.4444444444444446,1.0,4.454156666666666,4.408822222222223,2.5389999999999997,1.9788222222222223,9
7.0,Joke,The teacher's eyes were crossed because she could not control her pupils,PUPILS,STUDENTS,EYES,5.098111111111112,4.222222222222222,4.835466666666666,1.9711333333333334,5.0,2.6241222222222222,1.1111111111111112,1.0,5.098111111111112,4.436314999999999,1.9711333333333334,2.468800555555555,9
4.0,Joke,"Joan d'Arc was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,3.9469777777777773,5.777777777777778,4.687822222222223,1.6344333333333332,3.3333333333333335,1.9944111111111111,1.7777777777777777,1.0,3.9469777777777773,4.6072299999999995,1.6344333333333332,1.9944111111111111,9
21.0,Sense2,The calendar was useful. Its pages were numbered.,NUMBERED,LIMITED,SEQUENCE,4.323728571428572,5.285714285714286,5.1985,2.045314285714286,1.0,3.0987714285714287,1.5714285714285714,1.0,4.461799285714286,5.147262857142856,2.045314285714286,2.5428014285714275,7
6.0,Joke,The problem with kleptomaniacs is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,4.5149333333333335,4.166666666666667,4.5442833333333335,1.9454333333333331,4.5,1.892933333333333,1.1666666666666667,1.0,4.531015833333334,4.5442833333333335,1.9454333333333331,1.892933333333333,6
28.0,Sense2,"I used to make money off my savings, but I lost the interest",INTEREST,ENTHUSIASM,EARNINGS,6.67918,4.2,4.3427999999999995,2.22124,4.3,2.02239,0.8,0.0,6.242240999999999,4.307046999999999,1.8835855,2.02239,0
13.0,Sense1,The receptionist considered himself a teller of hard truths,TELLERS,GOSSIP,CASHIER,5.31605,3.6666666666666665,6.025966666666666,2.2159166666666668,1.1666666666666667,1.7489833333333333,1.3333333333333333,1.0,5.31605,6.025966666666666,2.1456591666666665,1.7489833333333333,6
5.0,Joke,Two fish in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,9.47156,4.3,3.6008699999999996,1.5022199999999999,5.2,2.24633,1.3,1.0,4.563691,3.6008699999999996,1.5182785,2.24633,10
11.0,Sense1,Cannibals don't eat rotten eggs because they taste funny,FUNNY,WEIRD,LAUGHTER,5.1791375,3.75,4.7170875,2.968825,1.125,2.74725,1.5,1.0,5.1791375,4.7170875,2.7973443749999998,2.417138749999999,8
17.0,Sense1,Sleepy people don't want to give up their bed covers,COVERS,DUVET,IDENTITY,3.92675,1.75,3.4907375000000003,1.6135875,1.0,2.137625,2.25,1.0,3.957449375,3.4907375000000003,1.6135875,1.9549756249999994,8
29.0,Sense2,"I thought pressing the camera button was doing nothing, but then it clicked.",IT CLICKED,INSIGHT,SOUND,4.5878,7.0,3.2234,2.8917,2.0,2.2525,3.0,1.0,4.5878,3.2234,2.8917,2.2525,1
26.0,Sense2,I did not destroy the calendar. All I did was rip a day off.,DAY OFF,LEAVE,RIP,4.405799999999999,1.5,3.162275,1.45115,1.5,1.887175,2.5,1.0,4.405799999999999,3.162275,1.45115,1.887175,4
18.0,Sense1,Why was the belt created? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,4.8589375,3.5,4.62135,4.100975,1.375,2.054875,1.75,1.0,4.893849375,4.62135,3.4341331249999993,2.054875,8
3.0,Joke,Two cellphones got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,6.25735,3.5,4.67028,1.85062,5.1,2.1203200000000004,1.1,1.0,3.907279999999999,3.9159664999999997,1.85062,2.0322604999999996,10
8.0,Joke,I told her I was going to make her mine. She has extracted two rubies so far,MINE,BELONG,QUARRY,5.775925,3.375,4.6035875,2.4578125,5.25,2.261275,1.125,1.0,5.862949375,4.495558749999999,2.323931875,2.1755256249999997,8
27.0,Sense2,I told her that she was drawing her eyebrows too high; she looked angry,LOOKED,APPEARED,EXPRESSION,5.08138,2.2,4.4066,1.9281200000000003,1.2,2.23934,1.8,1.0,5.08138,4.4066,1.9281200000000003,2.154740999999999,5
25.0,Sense2,She had a photographic negative but never developed it.,DEVELOPED,IMPROVE,FILM,5.8519375,3.125,5.873075,1.8586749999999999,1.25,2.97465,1.625,1.0,5.24596375,4.409608749999999,1.873498125,2.539026249999999,8
19.0,Sense1,The toddler would only eat pasta: he was going through a stage,STAGE,THEATER,PHASE,8.21218,5.2,3.8447699999999996,2.78367,1.2,1.9627400000000002,1.6,1.0,6.249521,3.8447699999999996,2.5519325,1.9627400000000002,10
12.0,Sense1,"After seeing the salad dressing, the chef was satisfied",DRESSING,NAKED,CAESAR,15.102350000000001,4.8,4.84384,1.51294,1.3,1.75754,1.8,1.0,5.922191499999999,4.84384,1.5746885,1.75754,10
23.0,Sense2,Why did the painting cost extra? Because it was framed,FRAMED,TRAPPED,WOODEN,5.942349999999999,5.125,5.1572125,1.6975250000000002,1.125,1.8983625,1.625,1.0,5.264651249999999,5.1572125,1.703348125,1.8983625,8
30.0,Sense2,"I saw the car didn't stop at the red light, and then it hit me.",IT HIT ME,REALISE,STRIKE,4.554475,5.0,3.8630750000000003,2.528675,1.0,1.593175,2.0,1.0,4.554475,3.8630750000000003,2.2582887499999993,1.593175,4
14.0,Sense1,"I heard he was on a roll, turns out his last three books were bestsellers.",ROLL,BREAD,SUCCESS,5.935844444444445,4.0,4.2219444444444445,2.226977777777778,1.1111111111111112,1.6527777777777777,1.5555555555555556,1.0,5.935844444444445,4.2219444444444445,2.226977777777778,1.6527777777777777,9
16.0,Sense1,"The restaurant at the resort had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,5.65644,2.2,8.473519999999999,2.04214,1.2,1.82013,2.0,1.0,4.400371,4.290543999999999,2.04214,1.82013,10
9.0,Joke,"I don't like people who take drugs, for example: airport security.",TAKE,SNATCH,USE,14.843633333333331,3.111111111111111,4.266355555555555,1.8186222222222221,6.444444444444445,2.1734555555555555,1.1111111111111112,1.0,5.470813333333332,4.141351666666666,1.6688599999999998,2.075567222222222,9
26.0,Sense1,I got fired from the chocolate factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,10.56475,1.3,5.25436,2.32871,1.3,1.79347,2.7,1.0,5.494891,4.973636999999999,2.32871,1.79347,10
19.0,Joke,The actor fell through the floorboards: he was going through a stage,STAGE,THEATER,PHASE,27.219387500000003,3.5,9.285975,3.1539625,5.5,2.4823625,1.0,1.0,5.449163749999999,4.556945624999999,2.0768924999999996,2.4452131249999995,8
17.0,Joke,Secret agents don't sleep because they don't want to give away their covers,COVERS,DUVET,IDENTITY,7.4073714285714285,3.142857142857143,3.902685714285714,1.6384,4.285714285714286,2.0032428571428573,1.4285714285714286,1.0,6.733101428571429,3.9119564285714286,1.6384,2.0032428571428573,7
37.0,Sense2,It's hard for leopards to have plain fur as they're always spotted.,SPOTTED,SEEN,PATTERNED,4.7636400000000005,3.8,5.72228,1.9034599999999997,1.4,2.9807599999999996,1.4,1.0,4.7636400000000005,5.72228,1.9034599999999997,2.0289609999999993,5
14.0,Joke,"I heard he was on a roll, turns out he fell asleep at the bakery.",ROLL,BREAD,SUCCESS,4.9261,3.0,4.109757142857143,1.4266142857142856,4.142857142857143,2.6098714285714286,1.0,1.0,4.9261,4.109757142857143,1.4266142857142856,2.126772857142856,7
22.0,Sense1,The man didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,3.3321222222222224,2.111111111111111,3.6401888888888885,1.8144,1.2222222222222223,1.8936111111111111,1.8888888888888888,1.0,3.3321222222222224,3.6474216666666663,1.8144,1.8936111111111111,9
25.0,Sense1,She had a bright mind but never developed it.,DEVELOPED,IMPROVE,FILM,3.02442,1.9,3.96449,2.4194299999999997,1.5,1.8169,2.1,1.0,3.0790595,3.7654669999999997,2.3436554999999997,1.8184999999999998,10
32.0,Sense2,"Some people believe the earth is flat, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,5.19578,5.9,6.4429,2.03964,1.2,1.4274499999999999,1.9,1.0,4.976730999999999,3.7149364999999994,2.03964,1.4274499999999999,10
20.0,Joke,Mac users don't get enough sunlight because they don't have Windows,WINDOWS,COMPUTER,GLASS,3.88422,3.3,4.32263,1.74572,4.6,2.16412,1.5,1.0,3.8873895,3.2949265,1.74572,2.16899,10
16.0,Joke,"The restaurant on the moon had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,2.673888888888889,3.5555555555555554,3.1745,1.3592777777777778,4.444444444444445,2.416977777777778,1.3333333333333333,1.0,2.673888888888889,3.154818333333333,1.3592777777777778,2.4062449999999997,9
21.0,Sense1,The man on death row was worried. His days were numbered.,NUMBERED,LIMITED,SEQUENCE,4.253577777777777,2.3333333333333335,2.958911111111111,2.5066888888888887,1.4444444444444444,1.8845555555555553,1.6666666666666667,1.0,4.253577777777777,2.9698327777777775,2.431315555555555,1.875889444444444,9
33.0,Sense2,"I tried a bigger hammer to fix the painting to the wall, but I couldn't nail it.",NAIL IT,SUCCEED,RUST,14.027566666666667,3.0,7.054666666666667,1.7765333333333333,2.6666666666666665,2.9379333333333335,1.0,1.0,9.014269999999998,6.163223333333332,1.7765333333333333,2.438734999999999,3
13.0,Joke,The bank couldn't keep any secrets because it had too many tellers,TELLERS,GOSSIP,CASHIER,4.873777777777778,5.444444444444445,4.051688888888889,1.6216555555555554,3.6666666666666665,2.4044222222222222,1.4444444444444444,1.0,4.796878888888888,4.114443888888889,1.6216872222222223,2.188278888888888,9
15.0,Joke,"I asked the librarian for books about paranoia. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,4.0322,3.5,3.42895,1.7526,5.5,1.7164875,1.25,1.0,4.0322,3.5141493749999997,1.7526,1.7164875,8
31.0,Sense2,"I wanted to buy a car with a gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,5.367275,3.25,3.088475,2.8766749999999996,1.5,2.264475,0.75,1.0,5.367275,3.088475,2.8766749999999996,2.204851249999999,4
40.0,Sense2,No need to plug in the toy: its battery is charged,BATTERY,ASSAULT,POWERED,4.412925,5.5,3.39825,2.01785,1.0,1.679375,2.25,1.0,4.412925,3.39825,2.01785,1.679375,8
30.0,Sense1,"I had no idea who could have done this, and then it hit me.",IT HIT ME,REALISE,STRIKE,8.36405,2.7,3.08456,1.70884,1.3,1.5189400000000002,1.7,1.0,5.450021999999999,3.08456,1.70884,1.5189400000000002,10
11.0,Joke,Cannibals don't eat clowns because they taste funny,FUNNY,WEIRD,LAUGHTER,4.8369,4.0,3.0148099999999998,2.06651,4.4,2.01595,1.2,1.0,3.8589304999999996,3.0212494999999997,2.06651,2.03098,10
39.0,Sense2,The man had broken his hip in the winter. He had a great fall.,FALL,AUTUMN,SLIP,11.0333,4.0,2.0335,2.9605,1.0,1.434,0.0,1.0,11.0333,2.0335,2.9605,1.434,1
35.0,Sense2,Communists love economic equality because there are no classes,CLASSES,SCHOOL,STATUS,4.815628571428571,4.857142857142857,5.137214285714286,3.0678142857142854,1.1428571428571428,1.6711571428571428,1.1428571428571428,1.0,4.912627857142858,4.441624285714285,2.535693571428571,1.6711571428571428,7
29.0,Sense1,"I couldn't figure out how to solve the math problem, but then it clicked.",IT CLICKED,INSIGHT,SOUND,3.62468,1.9,3.14241,1.81004,1.1,1.78674,2.1,1.0,3.6409895,3.1539495,1.81004,1.78674,10
18.0,Joke,Why was the belt arrested? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,4.4680333333333335,4.777777777777778,4.667255555555556,1.9224999999999999,3.5555555555555554,1.6953888888888888,1.2222222222222223,1.0,4.4680333333333335,3.7792966666666663,1.9224999999999999,1.784411111111111,9
12.0,Joke,"After seeing the salad dressing, the tomato turned red",DRESSING,NAKED,CAESAR,3.619275,3.75,3.2593125,1.1652625,3.375,2.6326875000000003,1.0,1.0,3.619275,3.2593125,1.1652625,1.9026756249999996,8
23.0,Sense1,Why did your brother go to jail? Because he was framed,FRAMED,TRAPPED,WOODEN,3.770922222222222,2.5555555555555554,3.5958666666666668,2.076922222222222,1.3333333333333333,1.3518999999999999,1.4444444444444444,1.0,3.8444772222222223,3.6567883333333335,2.076922222222222,1.4186,9
24.0,Sense1,A mortuary can be thought of as a dead center,DEAD CENTER,COFFIN,MIDDLE,6.05648,5.0,3.02292,2.23418,1.0,2.4229399999999996,1.8,1.0,6.05648,3.02292,2.23418,2.234060999999999,5
34.0,Sense2,"I used to vote for the left, I'm all right now.",ALL RIGHT,OK,DIRECTION,26.0573,4.0,5.4553,1.535,1.0,1.0557,0.0,1.0,11.899209999999997,5.4553,1.535,1.0557,1
28.0,Sense1,"I used to be into chess, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,3.3522777777777777,2.2222222222222223,2.433411111111111,2.0061,1.2222222222222223,1.6636555555555557,2.0,1.0,3.385099444444444,2.440655,2.0061,1.6636555555555557,9
38.0,Sense2,"-Did you grind the nutmeg recently?
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,7.4530199999999995,5.5,4.15811,1.9166599999999998,1.7,2.0327200000000003,1.9,1.0,7.074611999999999,4.15811,1.9166599999999998,1.9114504999999997,10
