ID,Text,Condition,Rating_Sense1,Rating_Sense2,Rating_IsFunny,Accuracy,RT_Sense1,RT_Sense2,RT_SenseAverage,RT_IsJoke,RT_IsFunny,Delta,Reading_Time,Rank,Version,Joke,Critical,Meaning1,Meaning2,key_resp_sentence.rt,slider_relatedness_responseValue,slider_relatedness_responseTime,key_resp_IsItJoke.rt,slider_IsItFunny_responseValue,slider_IsItFunny_responseTime,DistanceFromCenter,Correct,key_resp_sentence.rt_winsor,slider_relatedness_responseTime_winsor,key_resp_IsItJoke.rt_winsor,slider_IsItFunny_responseTime_winsor,N_correct,key_resp_relatedness.rt,key_resp_relatedness.rt_winsor,Kind
1.0,"""- Is this safe to eat?"" 
""- No, it's for storing valuable objects""",Joke,6.026315789473684,6.105263157894737,5.2894736842105265,1.0,3.632450244735513,2.654476513158212,3.143463378946863,1.9310602026308683,2.466615744736945,1.2894736842105263,5.251420852631997,34,Original,,,,,,,,,,,,,,,,,,,,Joke
2.0,The key to excel in sports is to stay positive,Joke,5.625,5.0,4.125,1.0,2.7119027500000357,1.6036522124997248,2.15777748124988,2.76175730000017,1.3626144375003548,2.625,2.47284772500143,106,Original,,,,,,,,,,,,,,,,,,,,Joke
3.0,Two cellphones got married. The reception was fantastic,Joke,5.86,6.34,5.38,1.0,2.3130746659974557,1.7960603940023292,2.0545675299998925,1.4525747180035842,1.8031237080017215,1.08,4.006544466000297,22,Original,,,,,,,,,,,,,,,,,,,,Joke
4.0,"Joan d'Arc was not great at her job, she got fired",Joke,6.0,5.909090909090909,4.454545454545454,1.0,2.707530404545526,2.0631401136344865,2.3853352590900068,4.144545145454882,1.8280511727273896,1.3636363636363635,5.1564054636354095,35,Original,,,,,,,,,,,,,,,,,,,,Joke
5.0,Two fish in a tank. One says: ‘How do you drive this thing?',Joke,5.833333333333333,6.395833333333333,5.583333333333333,1.0,2.457812016663842,2.2143400249984637,2.336076020831153,1.793819847916699,1.833284143749547,1.2708333333333333,4.6177348687503486,32,Original,,,,,,,,,,,,,,,,,,,,Joke
6.0,The problem with kleptomaniacs is that they always take things literally.,Joke,5.512820512820513,5.717948717948718,4.923076923076923,1.0,4.382466741024986,3.3873449256405843,3.8849058333327857,3.994602343589734,1.8757005102561788,1.5897435897435896,5.875135046154087,45,Original,,,,,,,,,,,,,,,,,,,,Joke
7.0,The teacher's eyes were crossed because she could not control her pupils,Joke,6.725,6.525,5.05,1.0,2.5138604174996515,1.5346953000000525,2.024277858749852,2.8868847950000456,1.6239820350009864,0.45,5.497370505000331,2,Original,,,,,,,,,,,,,,,,,,,,Joke
8.0,I told her I was going to make her mine. She has extracted two rubies so far,Joke,6.217391304347826,6.173913043478261,5.195652173913044,1.0,3.44049453695708,1.7569633413040224,2.598728939130551,1.8245184434782045,1.5746547326081248,1.0,8.47662508913041,16,Original,,,,,,,,,,,,,,,,,,,,Joke
9.0,"I don't like people who take drugs, for example: airport security.",Joke,6.130434782608695,5.673913043478261,5.5,1.0,2.6466319195640597,2.026746313042019,2.336689116303039,1.707897034782876,1.6897612956493098,1.2826086956521738,4.446630004348186,33,Original,,,,,,,,,,,,,,,,,,,,Joke
10.0,"""-Order in the court!"" 
""-Ham and cheese on rye, your Honour."" ",Joke,5.84,5.9,5.12,1.0,2.9751943119991053,3.417032580000257,3.196113445999681,2.162053880000442,2.011641645999291,1.14,5.067994801999864,26,Original,,,,,,,,,,,,,,,,,,,,Joke
11.0,Cannibals don't eat clowns because they taste funny,Joke,6.288461538461538,6.403846153846154,4.903846153846154,1.0,2.329520351923627,1.6029704692291882,1.966245410576408,1.804486442307358,1.699257536538161,1.0,3.7694697249990456,17,Original,,,,,,,,,,,,,,,,,,,,Joke
12.0,"After seeing the salad dressing, the tomato turned red",Joke,6.06,6.08,5.22,1.0,2.873388544001689,2.421374435998175,2.647381489999932,2.1288539879987365,1.7788076200001184,1.1,4.271916247999931,23,Original,,,,,,,,,,,,,,,,,,,,Joke
13.0,The bank couldn't keep any secrets because it had too many tellers,Joke,5.645833333333333,5.791666666666667,4.979166666666667,1.0,2.404253639584387,2.0976155062519672,2.2509345729181773,1.7741000000018208,1.7744223166625634,1.1458333333333333,4.055322258334056,28,Original,,,,,,,,,,,,,,,,,,,,Joke
14.0,"I heard he was on a roll, turns out he fell asleep at the bakery.",Joke,5.568181818181818,5.886363636363637,4.863636363636363,1.0,3.5575390227288453,1.8231293704535576,2.690334196591201,2.392360300002622,1.6360864977309213,1.5909090909090908,5.287567197727065,46,Original,,,,,,,,,,,,,,,,,,,,Joke
15.0,"I asked the librarian for books about paranoia. She whispered, ""They're right behind you!""",Joke,5.851063829787234,5.851063829787234,5.595744680851064,1.0,3.6005657510680433,3.1780449255319017,3.3893053382999723,2.477518078724432,2.030276540425996,1.6170212765957446,6.307065438299727,48,Original,,,,,,,,,,,,,,,,,,,,Joke
16.0,"The restaurant on the moon had great food, but no atmosphere",Joke,6.282608695652174,6.260869565217392,5.086956521739131,1.0,2.892652550000786,1.7070018869548045,2.2998272184777946,1.896524145652887,1.6468573304358098,0.8043478260869565,4.856401880436107,8,Original,,,,,,,,,,,,,,,,,,,,Joke
17.0,Secret agents don't sleep because they don't want to give away their covers,Joke,6.190476190476191,6.261904761904762,5.0,1.0,3.419773285713962,2.3633627595207067,2.891568022617334,2.4662015095258094,1.7670456523845437,1.119047619047619,6.1140918880946895,25,Original,,,,,,,,,,,,,,,,,,,,Joke
18.0,Why was the belt arrested? For holding up a pair of pants,Joke,4.980392156862745,5.607843137254902,4.294117647058823,1.0,3.186307594115952,2.7225330254905535,2.954420309803253,2.823980496076782,2.034497354901093,1.4509803921568627,5.110799788233642,40,Original,,,,,,,,,,,,,,,,,,,,Joke
19.0,The actor fell through the floorboards: he was going through a stage,Joke,6.261904761904762,6.119047619047619,5.0,1.0,2.615049873812931,1.9209611880933128,2.268005530953122,1.7737990476199836,2.45436593809551,1.0476190476190477,5.1234685523822225,21,Original,,,,,,,,,,,,,,,,,,,,Joke
20.0,Mac users don't get enough sunlight because they don't have Windows,Joke,6.2,6.48,5.42,1.0,2.3418752019997213,1.9517111720012392,2.1467931870004806,2.0016456439986565,1.8624386519979703,0.96,4.817023684002789,14,Original,,,,,,,,,,,,,,,,,,,,Joke
21.0,The calendar was worried. Its days were numbered.,Joke,6.153846153846154,6.403846153846154,5.346153846153846,1.0,2.911384201924427,1.9851764980740472,2.448280349999237,1.4640572250028054,1.537403940383974,0.6730769230769231,3.216836842308435,6,Original,,,,,,,,,,,,,,,,,,,,Joke
22.0,The skeleton didn't ask her out. He didn't have the guts,Joke,6.571428571428571,6.469387755102041,5.489795918367347,1.0,2.2791263122446455,1.857263214288567,2.0681947632666065,1.768458544899835,2.0179475081667455,0.6326530612244898,4.364835987753292,5,Original,,,,,,,,,,,,,,,,,,,,Joke
23.0,Why did the painting go to jail? Because it was framed,Joke,5.446808510638298,5.468085106382978,4.914893617021277,1.0,3.654611151065468,1.9583277680876612,2.8064694595765647,2.139058974469783,1.7785693127672102,0.9148936170212766,3.578066855318593,13,Original,,,,,,,,,,,,,,,,,,,,Joke
24.0,The graveyard is the dead center of town,Joke,5.7105263157894735,5.7105263157894735,4.5,1.0,3.6495080052629545,2.251000428948056,2.9502542171055053,2.030660957894991,2.096677150000454,1.9473684210526316,3.916628647368779,65,Original,,,,,,,,,,,,,,,,,,,,Joke
25.0,She had a photographic memory but never developed it.,Joke,6.0,6.377777777777778,4.666666666666667,1.0,2.4803031844423407,1.8649291622214603,2.1726161733319005,1.828387246665534,1.431380115557896,0.7333333333333333,5.208320648889457,7,Original,,,,,,,,,,,,,,,,,,,,Joke
26.0,I got fired from the calendar factory. All I did was take a day off.,Joke,4.3061224489795915,5.142857142857143,5.081632653061225,1.0,4.275352483673677,3.448681010203746,3.862016746938711,2.2294243653049985,1.575952532654383,2.7142857142857144,5.6899643918361305,109,Original,,,,,,,,,,,,,,,,,,,,Joke
27.0,I told her that she was drawing her eyebrows too high; she looked surprised,Joke,6.121951219512195,6.341463414634147,5.682926829268292,1.0,2.55975306341387,1.7648128951221158,2.1622829792679927,1.4389036951220966,1.5852052121941131,0.8536585365853658,4.16138937073326,9,Original,,,,,,,,,,,,,,,,,,,,Joke
28.0,"I used to be a banker, but I lost interest",Joke,6.133333333333334,6.155555555555556,5.133333333333334,1.0,2.6597696155581465,1.9111642577766108,2.2854669366673788,1.4283757755586268,1.6748080777718135,0.8666666666666667,2.658701088886487,11,Original,,,,,,,,,,,,,,,,,,,,Joke
29.0,"I couldn't figure out how to use the seatbelt, but then it clicked.",Joke,6.093023255813954,6.488372093023256,4.976744186046512,1.0,2.5064298255775443,1.7286481906992692,2.1175390081384067,1.904740409304961,1.719899225581357,0.627906976744186,3.5933074139555155,4,Original,,,,,,,,,,,,,,,,,,,,Joke
30.0,"I wondered why the car was getting bigger, and then it hit me.",Joke,6.595744680851064,6.48936170212766,5.638297872340425,1.0,2.8813041680834255,1.956386687232975,2.4188454276582,1.4733427000052262,2.1050958765952097,0.4042553191489361,3.869845472342092,1,Original,,,,,,,,,,,,,,,,,,,,Joke
31.0,"I wanted to learn to use the gear stick, but I couldn't find a manual",Joke,6.242424242424242,5.96969696969697,4.9393939393939394,1.0,3.7548196060619734,1.773147224242607,2.76398341515229,1.754796263635433,1.3984198787885485,1.0,4.791426469695838,18,Original,,,,,,,,,,,,,,,,,,,,Joke
32.0,"I thought about going on an all-almond diet, but that's just nuts!",Joke,6.0588235294117645,6.2745098039215685,4.764705882352941,1.0,2.4721492764694775,1.6190575313682272,2.0456034039188524,1.6926038333324729,1.2801141901950135,1.03921568627451,4.514630835290605,20,Original,,,,,,,,,,,,,,,,,,,,Joke
33.0,I tried to be a carpenter but I couldn't nail it.,Joke,5.25531914893617,5.680851063829787,5.1063829787234045,1.0,2.365923617019065,2.062533202126031,2.214228409572548,1.603007338300368,1.3958066021246232,2.3404255319148937,3.215541546810409,91,Original,,,,,,,,,,,,,,,,,,,,Joke
34.0,"I lost my left hand in an accident, I'm all right now.",Joke,6.040816326530612,6.040816326530612,5.142857142857143,1.0,2.6147287530610654,1.7242348673468155,2.1694818102039406,1.6643311428610736,1.5288727897931615,1.1428571428571428,3.954513812242727,27,Original,,,,,,,,,,,,,,,,,,,,Joke
35.0,The communist loved the summer because there were no classes,Joke,6.162162162162162,6.27027027027027,5.027027027027027,1.0,2.4479943999976292,1.894037586486836,2.1710159932422326,1.627683305410313,1.520133854049784,0.8648648648648649,4.2283712648661576,10,Original,,,,,,,,,,,,,,,,,,,,Joke
36.0,How do you make the turtle fast? Take away its food.,Joke,6.205128205128205,6.128205128205129,4.538461538461538,1.0,2.1243490538434298,1.7728494230812384,1.948599238462334,1.9808156820553775,1.4375981282064223,1.4102564102564104,4.095185912821582,38,Original,,,,,,,,,,,,,,,,,,,,Joke
37.0,It's hard for leopards to hide as they're always spotted.,Joke,6.466666666666667,6.4222222222222225,5.066666666666666,1.0,1.9851131311115144,1.8345585022248392,1.9098358166681768,1.4590670044468677,1.301847022224274,0.4888888888888889,3.8289402733289686,3,Original,,,,,,,,,,,,,,,,,,,,Joke
38.0,"""-This coffee tastes like mud"" 
""-Well, it was just ground this morning!""",Joke,6.181818181818182,6.0,5.2272727272727275,1.0,2.2494943431814094,1.853295240907652,2.0513947920445306,1.8149041227238845,1.3202210545431192,1.2272727272727273,4.468107352275129,30,Original,,,,,,,,,,,,,,,,,,,,Joke
39.0,Humpty Dumpty was happy in the winter. He had a great fall.,Joke,6.333333333333333,5.976190476190476,4.785714285714286,1.0,2.540980140470516,1.741257204763564,2.14111867261704,1.8496195333342,1.4589121333328658,0.8809523809523809,4.115135895238176,12,Original,,,,,,,,,,,,,,,,,,,,Joke
40.0,Energizer bunny arrested: charged with battery,Joke,6.42,6.22,5.52,1.0,2.484085359999181,1.8378080659978375,2.160946712998509,1.3972352080026986,1.157667494000807,1.0,4.408673324001268,19,Original,,,,,,,,,,,,,,,,,,,,Joke
1.0,"""- Is this safe locked?"" 
""- No, I left it open on purpose""",Sense1,5.5625,5.75,1.71875,1.0,2.9752079624951087,2.44997986874624,2.7125939156206744,2.84352029687852,1.9267591593733933,2.0625,6.364713674994444,70,Original,,,,,,,,,,,,,,,,,,,,Non-joke
2.0,Sometimes in sports anti-doping tests are positive,Sense1,4.64,4.98,1.4,1.0,4.71327653799859,3.0053827659999843,3.8593296519992872,3.0695717340039503,2.5396408980005094,3.02,5.139598044003603,113,Original,,,,,,,,,,,,,,,,,,,,Non-joke
3.0,Two friends got married. The reception was fantastic,Sense1,5.28,5.3,1.52,1.0,3.057757711999584,2.0202997700024072,2.5390287410009957,2.1596729559980075,1.543037092000136,2.3,4.331285337996767,87,Original,,,,,,,,,,,,,,,,,,,,Non-joke
4.0,"The lawyer was not great at her job, she got fired",Sense1,5.711538461538462,5.403846153846154,1.4615384615384617,1.0,2.2740578730786467,1.9144713576920456,2.094264615385346,2.1123929500020435,1.6221809307708033,2.269230769230769,4.011983215381756,83,Original,,,,,,,,,,,,,,,,,,,,Non-joke
5.0,Two fish in a tank. One says: ‘When do you think we'll get fed?',Sense1,5.634146341463414,5.2682926829268295,1.5609756097560976,1.0,2.3229637658515436,1.6832122390206046,2.003088002436074,2.5901457902419436,1.3455008414664766,2.3658536585365852,4.797488629269102,95,Original,,,,,,,,,,,,,,,,,,,,Non-joke
6.0,The problem with thieves is that they always take other people's things,Sense1,5.116279069767442,5.209302325581396,1.4883720930232558,1.0,2.6483585651142487,2.631856388371018,2.640107476742634,2.142640497674419,1.341640781398919,2.4651162790697674,4.679124969766547,99,Original,,,,,,,,,,,,,,,,,,,,Non-joke
7.0,The woman was cross-eyed because she could not control her pupils,Sense1,5.933333333333334,6.1,1.7666666666666666,1.0,2.5674255199951137,1.637149459995453,2.1022874899952835,3.211319413331917,1.7838418200027757,1.4333333333333331,4.953646089999671,39,Original,,,,,,,,,,,,,,,,,,,,Non-joke
8.0,I told her I was going to make her mine. She loved the idea of marrying me,Sense1,5.44,5.38,1.58,1.0,2.45309435200038,2.0314572819981778,2.242275816999279,2.764241266001145,1.4767677840001214,2.46,4.877120415999439,98,Original,,,,,,,,,,,,,,,,,,,,Non-joke
9.0,"I don't like people who take drugs, for example: cocaine addicts",Sense1,5.612244897959184,5.6938775510204085,1.2857142857142858,1.0,2.353705132654132,1.9955336775541888,2.1746194051041603,1.6462611857118274,1.4340798551014518,1.9591836734693877,4.0936665449022795,67,Original,,,,,,,,,,,,,,,,,,,,Non-joke
10.0,"""-Order in the cafeteria"" 
""-Ham and cheese on rye, please."" ",Sense1,5.317073170731708,5.219512195121951,1.4390243902439024,1.0,2.4063231243936576,2.758224526831241,2.5822738256124493,2.50823403902363,1.4868387512157168,2.1951219512195124,4.476567797556566,79,Original,,,,,,,,,,,,,,,,,,,,Non-joke
11.0,Cannibals don't eat rotten eggs because they taste funny,Sense1,5.4411764705882355,4.911764705882353,2.1176470588235294,1.0,2.746414664705305,1.9105915764705113,2.328503120587908,2.818132164705249,1.9105735382365832,2.9411764705882355,4.85164979705936,112,Original,,,,,,,,,,,,,,,,,,,,Non-joke
12.0,"After seeing the salad dressing, the chef was satisfied",Sense1,5.2,5.171428571428572,1.4,1.0,2.505196588571211,2.4158515428569185,2.460524065714065,2.8977024485696803,2.264721897145624,2.7142857142857144,4.790978854283219,110,Original,,,,,,,,,,,,,,,,,,,,Non-joke
13.0,The receptionist considered himself a teller of hard truths,Sense1,4.886363636363637,4.840909090909091,1.7045454545454546,1.0,3.3175310977269263,2.431850834092917,2.8746909659099216,2.690733663635658,1.6864282477230137,2.3181818181818183,6.652717736360901,89,Original,,,,,,,,,,,,,,,,,,,,Non-joke
14.0,"I heard he was on a roll, turns out his last three books were bestsellers.",Sense1,4.777777777777778,5.333333333333333,1.4666666666666666,1.0,2.903370364443486,2.55868867999973,2.7310295222216077,3.0423553288901783,1.9624940111119789,2.6444444444444444,6.956021579997559,107,Original,,,,,,,,,,,,,,,,,,,,Non-joke
15.0,"I asked the chief about the spies. She whispered, ""They're right behind you!""",Sense1,6.0,5.861111111111111,1.8055555555555556,1.0,3.753049922221843,2.7518278916616814,3.2524389069417623,3.8800876250034264,2.202859780556057,1.5833333333333333,6.682342038887829,44,Original,,,,,,,,,,,,,,,,,,,,Non-joke
16.0,"The restaurant at the resort had great food, but no atmosphere",Sense1,5.612244897959184,5.755102040816326,1.4285714285714286,1.0,3.136614199999889,2.194830544897105,2.6657223724484966,2.8719207959196473,1.489481816326602,1.816326530612245,5.227629251019157,58,Original,,,,,,,,,,,,,,,,,,,,Non-joke
17.0,Sleepy people don't want to give up their bed covers,Sense1,5.3023255813953485,5.209302325581396,1.4883720930232558,1.0,3.2780619465109413,2.5392327511622117,2.9086473488365767,2.756167137208977,1.5158217534883058,3.0232558139534884,4.716618604652331,115,Original,,,,,,,,,,,,,,,,,,,,Non-joke
18.0,Why was the belt created? For holding up a pair of pants,Sense1,4.384615384615385,4.846153846153846,1.5384615384615383,1.0,3.0931228128208192,2.991879979487568,3.0425013961541936,2.3870804615383476,1.7299702205126637,2.6153846153846154,5.145067956409707,104,Original,,,,,,,,,,,,,,,,,,,,Non-joke
19.0,The toddler would only eat pasta: he was going through a stage,Sense1,5.553191489361702,5.553191489361702,1.3404255319148937,1.0,3.0091859148911886,2.0528073914882654,2.530996653189727,2.79473521915296,1.6390750000004883,2.382978723404255,6.0241957531958334,96,Original,,,,,,,,,,,,,,,,,,,,Non-joke
20.0,Prisoners don't get enough light because they don't have windows,Sense1,5.553191489361702,5.957446808510638,1.4893617021276595,1.0,2.8692704510621794,2.837393685105021,2.8533320680836,2.9391150659588687,1.956117168081464,1.8085106382978724,5.234235097872486,57,Original,,,,,,,,,,,,,,,,,,,,Non-joke
21.0,The man on death row was worried. His days were numbered.,Sense1,5.809523809523809,5.857142857142857,1.5714285714285714,1.0,2.630045678572344,2.2704601023805036,2.450252890476424,2.373995652383033,1.4830240952364442,1.380952380952381,7.463493359520999,36,Original,,,,,,,,,,,,,,,,,,,,Non-joke
22.0,The man didn't ask her out. He didn't have the guts,Sense1,6.288888888888889,6.066666666666666,1.6222222222222222,1.0,2.3423697977796794,2.304170591112193,2.323270194445936,3.2155336066677314,2.018648171111742,1.1111111111111112,5.56770376222308,24,Original,,,,,,,,,,,,,,,,,,,,Non-joke
23.0,Why did your brother go to jail? Because he was framed,Sense1,4.51063829787234,5.0638297872340425,1.4893617021276595,1.0,2.8866960085098032,2.180493004252504,2.533594506381154,2.441570870218284,1.8301036212776531,1.6595744680851063,3.944038078723432,52,Original,,,,,,,,,,,,,,,,,,,,Non-joke
24.0,A mortuary can be thought of as a dead center,Sense1,5.615384615384615,4.5,1.4615384615384617,1.0,3.7688746538384086,3.697473623075233,3.733174138456821,3.082601515375459,1.8170128846167717,2.3461538461538463,5.165996280768473,92,Original,,,,,,,,,,,,,,,,,,,,Non-joke
25.0,She had a bright mind but never developed it.,Sense1,5.416666666666667,5.833333333333333,1.4791666666666667,1.0,2.817457154167672,2.571078483332279,2.6942678187499753,2.016298627084334,1.5813880062492298,1.875,5.5223798916675015,62,Original,,,,,,,,,,,,,,,,,,,,Non-joke
26.0,I got fired from the chocolate factory. All I did was take a day off.,Sense1,3.8333333333333335,4.1875,1.4583333333333333,1.0,4.53294260416467,4.74018056041739,4.63656158229103,2.4790415187508805,1.8960865333374717,3.8541666666666665,7.059760006250692,120,Original,,,,,,,,,,,,,,,,,,,,Non-joke
